# SignalP-6.0	Organism: Other	Timestamp: 20240329003430
# ID	Prediction	OTHER	SP(Sec/SPI)	LIPO(Sec/SPII)	TAT(Tat/SPI)	TATLIPO(Tat/SPII)	PILIN(Sec/SPIII)	CS Position
GCA_913061275_OTU4_fl__2263_CAJXSR010000018.1_29506_30852___gene_type_bacteria	SP	0.000177	0.999270	0.000151	0.000160	0.000127	0.000123	CS pos: 26-27. Pr: 0.9793
GCA_913061275_OTU4_fl__3085_CAJXSR010000036.1_14821_15360_-_gene_type_bacteria	SP	0.000195	0.999177	0.000164	0.000175	0.000140	0.000143	CS pos: 22-23. Pr: 0.9781
GCA_913061275_OTU4_fl__3230_CAJXSR010000046.1_1655_2026_-_gene_type_bacteria	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
H_sitiens_OTU14_sp__132_scaffold133,2396,f171Z2396_1_1_360___gene_type_bacteria_partial_10	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
H_sitiens_OTU14_sp__136_scaffold137,2376,f90Z2376_1_1_2049_-_gene_type_bacteria_partial_10	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
H_sitiens_OTU14_sp__138_scaffold7,25381,f10Z25381_1_2_1672_-_gene_type_archaea_partial_10	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
H_sitiens_OTU14_sp__147_scaffold7,25381,f10Z25381_2_9853_11322___gene_type_bacteria	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
H_sitiens_OTU14_sp__149_scaffold7,25381,f10Z25381_2_11911_12864___gene_type_bacteria_partial_01	OTHER	0.999999	0.000000	0.000000	0.000000	0.000000	0.000000	
H_sitiens_OTU14_sp__150_scaffold129,2610,f170Z2610_1_1_2610_-_gene_type_bacteria_partial_11	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
H_sitiens_OTU14_sp__262_scaffold113,3065,f89Z3065_1_1_3063_-_gene_type_bacteria_partial_11	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
H_sitiens_OTU14_sp__278_scaffold5,31324,f2Z31324_1_13878_15086_-_gene_type_bacteria	LIPO	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	CS pos: 19-20. Pr: 0.9972
H_sitiens_OTU14_sp__279_scaffold5,31324,f2Z31324_1_15059_15838_-_gene_type_bacteria	OTHER	0.999998	0.000000	0.000000	0.000000	0.000000	0.000000	
H_sitiens_OTU14_sp__347_scaffold194,1087,f82Z1087_1_2_265___gene_type_bacteria_partial_10	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
H_sitiens_OTU14_sp__505_scaffold84,4607,f45Z4607_1_2_2656___gene_type_bacteria_partial_10	OTHER	0.999997	0.000000	0.000000	0.000000	0.000000	0.000000	
H_sitiens_OTU14_sp__506_scaffold84,4607,f45Z4607_1_2868_3350___gene_type_archaea	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
H_sitiens_OTU14_sp__524_scaffold81,4792,f137Z4792_1_3_3881_-_gene_type_archaea_partial_10	SP	0.000368	0.998581	0.000303	0.000323	0.000241	0.000204	CS pos: 47-48. Pr: 0.9636
H_sitiens_OTU14_sp__527_scaffold79,5009,f86Z5009_1_2_5008___gene_type_bacteria_partial_11	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
H_sitiens_OTU14_sp__528_scaffold77,5142,f163Z5142_1_479_3835_-_gene_type_bacteria	SP	0.448942	0.550405	0.000167	0.000195	0.000160	0.000136	CS pos: 30-31. Pr: 0.5425
H_sitiens_OTU14_sp__529_scaffold77,5142,f163Z5142_1_4413_5141_-_gene_type_archaea_partial_01	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
H_sitiens_OTU14_sp__551_scaffold76,5282,f136Z5282_1_1_5250_-_gene_type_bacteria_partial_10	OTHER	0.999986	0.000000	0.000000	0.000000	0.000000	0.000000	
H_sitiens_OTU14_sp__661_scaffold54,7504,f125Z7504_1_2_7486_-_gene_type_bacteria_partial_11	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
H_sitiens_OTU14_sp__702_scaffold49,8069,f61Z8069_1_73_6315_-_gene_type_bacteria	OTHER	0.822319	0.177696	0.000007	0.000006	0.000007	0.000005	
H_sitiens_OTU14_sp__740_scaffold46,8408,f58Z8408_1_30_8408___gene_type_bacteria_partial_01	OTHER	0.999983	0.000000	0.000000	0.000000	0.000000	0.000000	
H_sitiens_OTU14_sp__814_scaffold1,85231,f1Z85231_2_62644_64095___gene_type_bacteria	SP	0.000208	0.999177	0.000182	0.000181	0.000147	0.000139	CS pos: 29-30. Pr: 0.9781
H_sitiens_OTU14_sp__1010_scaffold192,1387,f196Z1387_1_15_1385___gene_type_bacteria_partial_01	OTHER	0.999999	0.000000	0.000000	0.000000	0.000000	0.000000	
H_sitiens_OTU14_sp__1089_scaffold188,1549,f121Z1549_1_3_1547___gene_type_bacteria_partial_11	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
H_sitiens_OTU14_sp__1220_scaffold178,1735,f79Z1735_1_3_1721_-_gene_type_bacteria_partial_10	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
H_sitiens_OTU14_sp__1225_scaffold174,1759,f157Z1759_1_1283_1756_-_gene_type_bacteria_partial_01	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
H_sitiens_OTU14_sp__1226_scaffold175,1757,f175Z1757_1_1_1737_-_gene_type_bacteria_partial_10	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
H_sitiens_OTU14_sp__1269_scaffold107,3182,f184Z3182_1_scaffold126,2637,f128Z2637_1_rc_3165_3551_-_gene_type_archaea	OTHER	0.999994	0.000000	0.000000	0.000000	0.000000	0.000000	
H_sitiens_OTU14_sp__1270_scaffold107,3182,f184Z3182_1_scaffold126,2637,f128Z2637_1_rc_3637_6144_-_gene_type_archaea	OTHER	0.999998	0.000000	0.000000	0.000000	0.000000	0.000000	
H_sitiens_OTU14_sp__1320_scaffold11,19525,f8Z19525_1_rc_scaffold38,10698,f31Z10698_1_rc_23567_24010___gene_type_bacteria	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Persebacter_sydneyensis_OTU1_sp__384_Ga0304724_1039_3_1016_-_gene_type_bacteria_partial_10	SP	0.000495	0.664980	0.333784	0.000270	0.000242	0.000230	CS pos: 25-26. Pr: 0.4258
Persebacter_sydneyensis_OTU1_sp__388_Ga0304724_1039_5612_6298___gene_type_bacteria	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Persebacter_sydneyensis_OTU1_sp__389_Ga0304724_1039_6295_7416___gene_type_bacteria	LIPO	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	CS pos: 13-14. Pr: 0.9959
Persebacter_sydneyensis_OTU1_sp__411_Ga0304724_1041_2_634___gene_type_bacteria_partial_10	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Persebacter_sydneyensis_OTU1_sp__442_Ga0304724_1042_9598_10407___gene_type_bacteria	SP	0.161808	0.801026	0.035804	0.000918	0.000232	0.000206	CS pos: 35-36. Pr: 0.8080
Persebacter_sydneyensis_OTU1_sp__1154_Ga0304724_1177_21306_21890_-_gene_type_bacteria	SP	0.000345	0.998929	0.000214	0.000205	0.000161	0.000151	CS pos: 25-26. Pr: 0.9803
Persebacter_sydneyensis_OTU1_sp__1341_Ga0304724_1206_114_2006_-_gene_type_bacteria	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Persebacter_sydneyensis_OTU1_sp__1378_Ga0304724_1223_2_2080___gene_type_bacteria_partial_11	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Beroebacter_blanensis_OTU1_sp__61_Ga0326824_1021_1_774___gene_type_bacteria_partial_10	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Beroebacter_blanensis_OTU1_sp__107_Ga0326824_1034_937_2055_-_gene_type_bacteria	SP	0.000196	0.999147	0.000166	0.000182	0.000149	0.000152	CS pos: 23-24. Pr: 0.9742
Beroebacter_blanensis_OTU1_sp__285_Ga0326824_1106_216_1088_-_gene_type_bacteria_partial_01	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Beroebacter_blanensis_OTU1_sp__375_Ga0326824_1141_1361_2887_-_gene_type_bacteria_partial_01	SP	0.000207	0.999192	0.000161	0.000162	0.000133	0.000130	CS pos: 17-18. Pr: 0.9765
Beroebacter_blanensis_OTU1_sp__942_Ga0326824_1356_2536_3354_-_gene_type_bacteria	SP	0.000279	0.998918	0.000217	0.000231	0.000183	0.000177	CS pos: 39-40. Pr: 0.9616
Beroebacter_blanensis_OTU1_sp__994_Ga0326824_1372_3_425___gene_type_bacteria_partial_10	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Beroebacter_blanensis_OTU1_sp__1486_Ga0326824_1544_3_608___gene_type_bacteria_partial_10	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Beroebacter_blanensis_OTU1_sp__1594_Ga0326824_1577_3_1055_-_gene_type_bacteria_partial_11	OTHER	0.666929	0.332416	0.000245	0.000150	0.000147	0.000126	
Beroebacter_blanensis_OTU1_sp__1654_Ga0326824_1600_1_156___gene_type_bacteria_partial_10	OTHER	0.999964	0.000000	0.000000	0.000000	0.000000	0.000000	
Beroebacter_blanensis_OTU1_sp__1690_Ga0326824_1608_9714_11249_-_gene_type_bacteria	OTHER	0.999993	0.000000	0.000000	0.000000	0.000000	0.000000	
Beroebacter_blanensis_OTU1_sp__1701_Ga0326824_1612_3_770_-_gene_type_bacteria_partial_10	OTHER	0.999999	0.000000	0.000000	0.000000	0.000000	0.000000	
Beroebacter_blanensis_OTU1_sp__1810_Ga0326824_1647_212_3244___gene_type_bacteria	OTHER	0.999991	0.000000	0.000000	0.000000	0.000000	0.000000	
Beroebacter_blanensis_OTU1_sp__1920_Ga0326824_1686_1_1023___gene_type_bacteria_partial_11	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Beroebacter_blanensis_OTU1_sp__2093_Ga0326824_1749_2_637_-_gene_type_bacteria_partial_10	SP	0.000264	0.998978	0.000212	0.000214	0.000174	0.000164	CS pos: 22-23. Pr: 0.9793
Beroebacter_blanensis_OTU1_sp__2318_Ga0326824_1827_6613_7263_-_gene_type_bacteria	SP	0.000316	0.998943	0.000218	0.000218	0.000167	0.000165	CS pos: 21-22. Pr: 0.9804
Beroebacter_blanensis_OTU1_sp__2363_Ga0326824_1845_2_1222___gene_type_bacteria_partial_10	OTHER	0.667406	0.331508	0.000390	0.000235	0.000262	0.000193	
Beroebacter_blanensis_OTU1_sp__2487_Ga0326824_1891_3406_4122_-_gene_type_bacteria	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Beroebacter_blanensis_OTU1_sp__2546_Ga0326824_1910_153_770_-_gene_type_bacteria	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Beroebacter_blanensis_OTU1_sp__2637_Ga0326824_1946_167_1216___gene_type_bacteria_partial_01	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Beroebacter_blanensis_OTU1_sp__2647_Ga0326824_1954_588_2069___gene_type_bacteria_partial_01	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
H_panicea_OTU23_sp__381_NODE_78_length_60508_cov_31.052136_1_45830_46867_-_gene_type_bacteria	SP	0.000318	0.998929	0.000222	0.000217	0.000173	0.000163	CS pos: 30-31. Pr: 0.9755
H_panicea_OTU23_sp__435_NODE_111_length_49419_cov_27.487889_1_32430_33752_-_gene_type_bacteria	LIPO	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	CS pos: 18-19. Pr: 0.9976
H_panicea_OTU23_sp__436_NODE_111_length_49419_cov_27.487889_1_33754_34374_-_gene_type_bacteria	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
H_panicea_OTU23_sp__525_NODE_262_length_31072_cov_29.882566_1_138_7199___gene_type_bacteria	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
H_panicea_OTU23_sp__947_NODE_3142_length_6369_cov_31.355335_1_7_630_-_gene_type_bacteria	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
H_panicea_OTU23_sp__949_NODE_3142_length_6369_cov_31.355335_1_2558_3484_-_gene_type_bacteria	SP	0.000257	0.999044	0.000200	0.000198	0.000154	0.000156	CS pos: 23-24. Pr: 0.9801
H_panicea_OTU23_sp__977_NODE_7087_length_4154_cov_27.287807_1_2152_2538___gene_type_bacteria	SP	0.000244	0.999059	0.000191	0.000207	0.000157	0.000164	CS pos: 25-26. Pr: 0.9783
GCA_002742285_OTU4_fl__100_MDGM01000002.1_4471_6900___gene_type_bacteria	LIPO	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	CS pos: 20-21. Pr: 0.9972
GCA_002742285_OTU4_fl__489_MDGM01000007.1_70603_75048_-_gene_type_bacteria	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
GCA_002742285_OTU4_fl__930_MDGM01000009.1_105248_105733_-_gene_type_bacteria	SP	0.000314	0.998932	0.000223	0.000207	0.000164	0.000165	CS pos: 22-23. Pr: 0.9730
GCA_002742285_OTU4_fl__1612_MDGM01000012.1_540565_541914___gene_type_bacteria	LIPO	0.000005	0.000073	0.999900	0.000003	0.000001	0.000000	CS pos: 27-28. Pr: 0.9967
GCA_002742285_OTU4_fl__1718_MDGM01000012.1_649998_651347_-_gene_type_bacteria	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
GCA_002742285_OTU4_fl__1905_MDGM01000012.1_858017_859786_-_gene_type_bacteria	SP	0.000289	0.998706	0.000256	0.000263	0.000240	0.000227	CS pos: 20-21. Pr: 0.9751
GCA_002742285_OTU4_fl__2437_MDGM01000013.1_78438_79028___gene_type_bacteria	SP	0.000240	0.999102	0.000188	0.000198	0.000149	0.000149	CS pos: 33-34. Pr: 0.9597
GCA_002742285_OTU4_fl__2546_MDGM01000014.1_45857_46762_-_gene_type_bacteria	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
GCA_002742285_OTU4_fl__2552_MDGM01000014.1_50871_53036_-_gene_type_bacteria	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
GCA_002742285_OTU4_fl__2702_MDGM01000014.1_201433_203133___gene_type_bacteria	SP	0.000221	0.665899	0.333525	0.000150	0.000124	0.000110	CS pos: 24-25. Pr: 0.6481
GCA_007570905_OTU14_sp__10_RKSI01000028.1_5555_7471_-_gene_type_bacteria	LIPO	0.198174	0.399002	0.402742	0.000030	0.000031	0.000027	CS pos: 54-55. Pr: 0.4055
GCA_007570905_OTU14_sp__139_RKSI01000024.1_1722_2675___gene_type_bacteria	OTHER	0.505787	0.493862	0.000114	0.000089	0.000077	0.000078	
GCA_007570905_OTU14_sp__309_RKSI01000204.1_5697_7439_-_gene_type_bacteria	LIPO	0.012591	0.044366	0.942761	0.000246	0.000021	0.000001	CS pos: 34-35. Pr: 0.9949
GCA_007570905_OTU14_sp__579_RKSI01000035.1_3_749_-_gene_type_bacteria_partial_10	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
GCA_007570905_OTU14_sp__748_RKSI01000123.1_4298_4777___gene_type_bacteria	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
GCA_007570905_OTU14_sp__875_RKSI01000111.1_1657_2586___gene_type_bacteria	SP	0.000421	0.998591	0.000287	0.000291	0.000223	0.000208	CS pos: 33-34. Pr: 0.5537
GCA_007570905_OTU14_sp__1341_RKSI01000019.1_1339_2580_-_gene_type_bacteria_partial_01	LIPO	0.062887	0.157293	0.779551	0.000131	0.000088	0.000070	CS pos: 39-40. Pr: 0.8339
GCA_007570905_OTU14_sp__1540_RKSI01000219.1_1567_3291_-_gene_type_bacteria	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
